,epochs,train_loss,test_loss
0,0,15.756743141367465,1.188437581062317
1,1,15.501813321173946,1.1300357207655907
2,2,15.318098116524611,1.079686477780342
3,3,15.106288294248943,0.9319376721978188
4,4,14.76476686212081,0.5964619591832161
5,5,14.39351256889633,0.4369843974709511
6,6,14.202596761003326,0.3891276028007269
7,7,14.06298211254651,0.36384942196309566
8,8,13.931044433690325,0.3407933693379164
9,9,13.801324892647658,0.3202277831733227
10,10,13.671380743195739,0.30009592697024345
11,11,13.543484699877002,0.28492019698023796
12,12,13.421806564813927,0.27247105073183775
13,13,13.303322007384482,0.26273960433900356
14,14,13.185384098487564,0.25308985728770494
15,15,13.070482785188698,0.2466376069933176
16,16,12.960050244874592,0.2422119602560997
17,17,12.851623969742015,0.23920183815062046
18,18,12.743676644337329,0.23669962026178837
19,19,12.637017479425744,0.2349458122625947
20,20,12.530845050570331,0.23248411901295185
21,21,12.425856698917437,0.23023060150444508
22,22,12.322334941429428,0.22815378941595554
23,23,12.217948056474517,0.22596550919115543
24,24,12.114368402505223,0.223576283082366
25,25,12.011947402471229,0.22028180863708258
26,26,11.907667896415614,0.21684013307094574
27,27,11.806437419939645,0.21232901234179735
28,28,11.703796736801728,0.2062785690650344
29,29,11.601085481764395,0.20082668960094452
30,30,11.500694504267052,0.19529510103166103
31,31,11.400280409221407,0.18982630968093872
32,32,11.300957329665557,0.18353295791894197
33,33,11.202787773518622,0.17724675685167313
34,34,11.104762306696252,0.17062543984502554
35,35,11.009034772462483,0.1637115003541112
36,36,10.914579319048531,0.15785458590835333
37,37,10.821179148517077,0.1533396989107132
38,38,10.728992631163779,0.14959567598998547
39,39,10.641380261771287,0.14719837438315153
40,40,10.553063308136373,0.1447770381346345
41,41,10.467201317412943,0.14295612461864948
42,42,10.38068762912026,0.14234808087348938
43,43,10.299109652072568,0.14125969959422946
44,44,10.216451596610154,0.14166176598519087
45,45,10.13445619993572,0.14078625198453665
46,46,10.05447513242311,0.13958426751196384
47,47,9.975929417187654,0.13938705855980515
48,48,9.89798054514052,0.13878284255042672
49,49,9.819747562649884,0.1396011752076447
50,50,9.741478195673302,0.13730161217972636
