,epochs,train_loss,test_loss,z_loss,a_loss,n_loss,z_testloss,a_testloss,n_testloss
56,56,0.04778896559290825,0.04531019367277622,0.020123001425319417,0.0042829936708377045,0.02338297039887328,0.01875096617732197,0.0037406533083412796,0.022818574449047446
57,57,0.04680686085751862,0.0444185733795166,0.019484651209727213,0.004256660243270883,0.023065549368928573,0.018286843900568783,0.003684159950353205,0.02244756941217929
58,58,0.04608128440512973,0.04380342364311218,0.019360162110133156,0.0041824817052407625,0.022538640536367893,0.018041491915937513,0.003624192700954154,0.022137738880701363
59,59,0.04548997910111953,0.042995540192350745,0.0189205316269094,0.004153053808637011,0.022416393652226134,0.017698513343930244,0.0035611204366432503,0.021735906251706183
60,60,0.04478870837646685,0.042241659481078386,0.01875938754528761,0.004065946583891181,0.021963374309573964,0.017329457157757133,0.003516246157232672,0.021395956282503903
61,61,0.04404885077457519,0.0417254026979208,0.018432346362454496,0.003965916334514975,0.02165058796786389,0.01721074216766283,0.0034706211736192927,0.021044039633125067
62,62,0.04334569231245169,0.04118182463571429,0.018249089811827726,0.003893212019317564,0.0212033905421093,0.01695419120369479,0.003430980141274631,0.020796653465367854
63,63,0.04239781079873158,0.040256492560729384,0.017632566095822175,0.003881029998231086,0.020884214621630443,0.016559539188165218,0.0033780482481233776,0.02031890518264845
64,64,0.04171354003298055,0.03968953643925488,0.017416996068683018,0.0039063777602544635,0.02039016609430123,0.016376247513107955,0.003335555040393956,0.019977734016720206
65,65,0.041440310727828625,0.03915662341751158,0.017449565706359353,0.003834138597676139,0.020156606260663384,0.01618008827790618,0.003306877304567024,0.019669657747726887
66,66,0.04025746254357183,0.03835052973590791,0.01679192936629247,0.0038370925497121303,0.019628440824805932,0.015791989921126515,0.0032623260194668546,0.019296213693451136
67,67,0.040004441004460024,0.03755220375023782,0.016909890375129737,0.0037025986491423693,0.019391951880827072,0.015411945525556803,0.0032222232403000817,0.0189180348534137
68,68,0.03910030813733484,0.03695222269743681,0.01623446400022241,0.00373366800919887,0.01913217617685248,0.015239365049637854,0.0031965277157723904,0.018516329990234226
69,69,0.038800281383524274,0.03651095589157194,0.01643207001909139,0.0036074786742105133,0.01876073275473277,0.015109727915842086,0.0031596521876053885,0.018241576210130006
70,70,0.03790396135181758,0.035776119912043214,0.015924805045649883,0.0036554826938126023,0.018323673670933505,0.014692616940010339,0.0031364238675450906,0.017947079672012478
71,71,0.037240068540926194,0.03502594877500087,0.015696314424513632,0.0035238638179151305,0.01801989043048423,0.014378861989825964,0.0030970832449384034,0.017550003190990537
72,72,0.03677939589188737,0.03488994564395398,0.01556776939731115,0.0034785180873160436,0.01773310850143053,0.014504879189189523,0.0030734703759662807,0.017311596253421158
73,73,0.0362016172355907,0.03410693642217666,0.015255593285439122,0.003509512856294205,0.017436511345966986,0.014027175144292414,0.0030393377383006737,0.017040423408616334
74,74,0.035692099517413006,0.033643953036516905,0.01502749454941909,0.003484421506061391,0.01718018338629964,0.013842389220371842,0.0030094115500105545,0.016792152833659202
75,75,0.03526711233766975,0.033190092421136796,0.014901116377656247,0.00344669282329595,0.016919303139683546,0.013647472485899925,0.002987007683259435,0.016555612382944673
76,76,0.03472851910835998,0.03256016958039254,0.014619521001816555,0.003413431484335262,0.01669556674826297,0.013292561285197735,0.0029628580814460292,0.01630474958801642
77,77,0.03411272532383727,0.03189533075783402,0.014239394141562806,0.003414007336802923,0.01645932381581159,0.012938113417476416,0.002929409049102105,0.016027808480430394
78,78,0.033623230922373994,0.03148781391791999,0.01402080158708961,0.0032928949600133073,0.01630953441901951,0.012747370346914977,0.002961416859761812,0.015779027133248746
79,79,0.033250135826362166,0.031222003628499806,0.013875986194344842,0.0033377688007346193,0.01603638084166369,0.012762959289830178,0.0028759915876435116,0.015583053056616336
80,80,0.03279597529322858,0.030723484116606414,0.013671106142792731,0.0033028954625200883,0.015821973579656926,0.012424399028532207,0.0028388481005094945,0.015460236871149391
81,81,0.032356359040851046,0.030118789873085916,0.013528409064005894,0.003208592321255072,0.01561935760294366,0.01207631768193096,0.002820797948515974,0.015221673995256424
82,82,0.031719170356537124,0.029754815972410142,0.013101507429104702,0.0032313357672363423,0.015386327116447648,0.011930687818676233,0.0027968792419414967,0.015027248649857938
83,83,0.03133750871820434,0.029269526712596416,0.012859126262271859,0.0031869713184394083,0.015291411091520149,0.011642073513939977,0.002750621621089522,0.014876831381116062
84,84,0.031102312977906246,0.029047669959254563,0.012738948159963842,0.0031179764959071376,0.015245388309429786,0.01160995924146846,0.002732917055254802,0.01470479357521981
85,85,0.030565032059219992,0.02870716934558004,0.012554195341743101,0.003102093531637435,0.014908743049403664,0.011407262063585222,0.0027033183578168973,0.014596588735003024
86,86,0.03025823652412102,0.028221037471666932,0.012475284961331042,0.003054486303649558,0.014728465336997797,0.01111390715232119,0.0026670204897527583,0.01444010972045362
87,87,0.029917182638102276,0.028047789353877306,0.012177203704786909,0.0030864705183323783,0.014653508444642945,0.0109992801444605,0.0027047217008657753,0.014343787741381675
88,88,0.029664523769051408,0.027511645224876702,0.01223181320093335,0.0029784463595148103,0.014454264247161189,0.010719712299760431,0.0026062299075420015,0.014185702835675329
89,89,0.02926428535371829,0.027189255342818797,0.011788978941358958,0.0029648565316489736,0.014510449876261365,0.010570450394880027,0.0025844357514870353,0.014034369261935353
90,90,0.028820050002378264,0.026897668605670333,0.011651613458896138,0.00293114980472145,0.014237286801788079,0.010390443843789399,0.0025456681978539564,0.013961556425783783
91,91,0.028345739504524098,0.0268874749308452,0.011282892085042349,0.002892360540557724,0.014170486847781072,0.01036573335295543,0.0025495935697108507,0.013972148299217224
92,92,0.028348229172977673,0.026600361918099225,0.011343284972771338,0.002894846110747071,0.014110098094649755,0.010262855153996497,0.0025276201122323982,0.013809886935632676
93,93,0.028084192709748153,0.026287920074537396,0.011304536386493855,0.0028518900611870894,0.013927766181243832,0.009980255912523717,0.0024993970873765647,0.013808267074637115
94,94,0.027684587403942064,0.02569675270933658,0.011101147880670941,0.0028142695749700545,0.013769169966838543,0.009685726225143299,0.0024369426755583845,0.01357408391777426
95,95,0.027353877177948405,0.025442843441851437,0.010757290348885166,0.002738291376928805,0.013858295425440476,0.009480108739808202,0.0024069816718110815,0.013555752928368747
96,96,0.02696551274579422,0.025312267942354083,0.01063847085045781,0.0027340285941234725,0.013593013261913494,0.009454592305701226,0.0023971232149051502,0.013460552203468978
97,97,0.026825334781863885,0.02525660814717412,0.010494042220555104,0.0027397275082233132,0.013591565061241958,0.009594326867954805,0.002389076311374083,0.013273205084260553
98,98,0.026538559277156357,0.02480593929067254,0.010434635843678266,0.0026628391840940067,0.01344108421972413,0.009230120835127309,0.0023369653717963956,0.0132388531928882
99,99,0.026145141061608958,0.024472125805914402,0.010120385305683134,0.0026158490188562186,0.01340890679342352,0.009059502539457753,0.0023163832593127154,0.01309624023269862
100,100,0.025984862522714456,0.024140034220181406,0.010091320047997366,0.0025690424702409062,0.013324500031911643,0.008815781271550804,0.002272873323818203,0.013051379821263254
101,101,0.02573470475899566,0.02396259957458824,0.009959300994801863,0.0025961945622352657,0.013179209243482466,0.008741040161112323,0.0022615281923208386,0.012960031104739755
102,102,0.025303381418061863,0.02366919198539108,0.009716195917456963,0.0025172191086243008,0.013069966452042009,0.00851964161847718,0.0022311897337203845,0.012918360473122448
103,103,0.025301843300271944,0.02353646175470203,0.009741388516393817,0.0025536308760582735,0.013006824006439205,0.008420957339694723,0.00220822367555229,0.01290728070307523
104,104,0.024945285705149554,0.023766693309880793,0.009584320454033696,0.0024941780264815614,0.012866787232790782,0.008759257703786716,0.0021994247217662632,0.012808010680601
105,105,0.024727327476261527,0.023423864040523767,0.009448877808631986,0.0024692507617911147,0.01280919890435543,0.008449534216197208,0.002172227883420419,0.012802101846318692
106,106,0.024389077227111835,0.022747425362467766,0.009244297687438834,0.002432628232944211,0.012712151328232259,0.008042537665460259,0.002132798959792126,0.012572088628076017
107,107,0.024261011273428133,0.022907712846063077,0.009182641665291065,0.0023761059870872243,0.012702263601029374,0.008173735870514065,0.002118710326612927,0.012615266547072679
108,108,0.023973744564280388,0.022739786305464804,0.008995453948688925,0.0023587443391276395,0.012619546267565838,0.008125432126689702,0.002109278051648289,0.012505076185334474
109,109,0.023530731096294274,0.022252027643844485,0.008791530834048227,0.0023396083466696795,0.012399591837718988,0.0078267959470395,0.00208270906296093,0.012342522677499801
110,110,0.02325691604263084,0.021883516339585185,0.008549145327964027,0.002278036660378336,0.012429734009798545,0.007530917733674869,0.001995936021558009,0.0123566624824889
111,111,0.023165547828765433,0.021915174089372158,0.008519343118284159,0.002281758025181806,0.012364446677884479,0.007552130933618173,0.001983940128411632,0.012379103165585548
112,112,0.022976530573455393,0.021615882636979222,0.008460643840657108,0.0022623133311748126,0.012253573443147408,0.007378030626568943,0.0019656980002764612,0.012272153748199344
113,113,0.022580566833827906,0.021500205737538636,0.00823118483090097,0.0021717420595276887,0.012177639872215356,0.00725213042460382,0.00196606399549637,0.012282011070055887
114,114,0.02233529911275692,0.021763160242699087,0.008123490621282417,0.002130840621016635,0.01208096775849154,0.007542809908045456,0.0020076241125934757,0.012212726142024621
115,115,0.022236159462837655,0.02098233823198825,0.008108760598026643,0.0020884297444087683,0.0120389690195584,0.006991128699155524,0.0018653826555237174,0.01212582632433623
116,116,0.02197295808156205,0.021028404124081135,0.007936108204874264,0.0020986383467183037,0.011938211531823228,0.007020857883617282,0.0018636454769875854,0.012143900734372437
117,117,0.02186790076647974,0.021046027541160583,0.007875211133508924,0.002064883017506166,0.011927806475692115,0.007233410404296592,0.0018531212335801683,0.011959495808696374
118,118,0.021676077394728446,0.02078595559578389,0.0077927917995413015,0.0020911323212852383,0.011792153292068631,0.007061878364766017,0.001819256583985407,0.01190482042147778
119,119,0.021450327258485898,0.02039241313468665,0.007565686114393412,0.0020687028148009853,0.011815938386757662,0.00664883540594019,0.0017947270898730494,0.011948850646149367
120,120,0.021286250596308405,0.020389091514516622,0.007502954648985605,0.002005886111503384,0.011777409829887425,0.006685067783109844,0.001780754180799704,0.011923269426915795
121,121,0.02100731434217494,0.019978821743279696,0.007406261654653747,0.001979199084260495,0.01162185374006724,0.006450172106269747,0.0017243454494746402,0.011804304143879563
122,122,0.02094985363755826,0.020020417170599103,0.007443612939707792,0.0019420558263423147,0.011564184825535223,0.006470944179454818,0.0017247817013412714,0.011824691202491522
123,123,0.020757950901700434,0.020137246581725776,0.007341430833930992,0.0019119598136793608,0.011504560278930293,0.006675918033579364,0.001709890850179363,0.011751437617931515
124,124,0.02043991236336482,0.01960515626706183,0.007118183603379757,0.0019068516057524473,0.011414877070813992,0.00618900271365419,0.0016592801475781016,0.011756873485865071
125,125,0.020304277029102015,0.019453749351669103,0.007049758779181606,0.001896388883625341,0.011358129361846075,0.006168834748677909,0.0016508785847690888,0.011634035967290401
126,126,0.02005390838903796,0.01940928475232795,0.0068885344925935675,0.0018329683600058838,0.011332405567952212,0.006241747061721981,0.001646315009566024,0.011521222593728453
127,127,0.01974217552145955,0.01913573412457481,0.006693317879667612,0.001799555059750772,0.011249302545336971,0.005963335890555754,0.0016054106890805997,0.011566987523110583
128,128,0.019874984736607714,0.018926608725450933,0.006826769920943934,0.0018184788048320752,0.011229736018617442,0.005841298145242035,0.0015883208543527871,0.011496989347506315
129,129,0.0196337885264853,0.019187991856597364,0.0066362669851607195,0.001824850935020312,0.011172670509167917,0.006009249686030671,0.00162914814427495,0.011549593968084082
130,130,0.019523151379054898,0.018739829014521092,0.006612057840617694,0.0017912345838282187,0.011119858830407926,0.0056984759285114706,0.001538799966510851,0.01150255324319005
131,131,0.01925493201988328,0.018654978135600686,0.006485387196491478,0.0017567100463090999,0.011012834701449817,0.005616679351078346,0.0015234418533509597,0.011514856916619465
132,132,0.019197185328052303,0.018828661181032658,0.006443238619916663,0.0017498409250235054,0.011004105776809393,0.005844332685228437,0.0015973768749972805,0.011386951693566516
133,133,0.01921851696316034,0.018284622230567038,0.0064858451669525564,0.0017552295515082398,0.010977442290301726,0.005581103847362101,0.0015019713173387572,0.011201547051314265
134,134,0.019028411685803513,0.018196021323092282,0.006403283343597013,0.0017019109844947887,0.010923217421480615,0.005409731442341581,0.0014694039564346895,0.011316885822452605
135,135,0.018625713392475228,0.018112492049112916,0.006158468636808691,0.0016496446158642032,0.010817600084931418,0.005398730354500003,0.0014655146514996886,0.011248247290495783
136,136,0.018543632772223206,0.018304259108845145,0.0061347055260780135,0.0016350161052860652,0.01077391109933519,0.005653791944496334,0.0014754186631762423,0.011175048304721713
137,137,0.01839482306152772,0.017872556229121983,0.006031810537360276,0.0016617391538023237,0.010701273360354886,0.005377787092584185,0.0014430039009312168,0.011051765352021903
138,138,0.018414024951731323,0.018053888401482254,0.006087412129328319,0.0016389990041542585,0.010687613877568655,0.0054836064809933305,0.0014365400129463524,0.011133742023957893
139,139,0.018294819310354957,0.017706066253595054,0.006037233579773337,0.0015869755783581004,0.010670610234900645,0.005142098874785006,0.0013843612468917854,0.011179606342921034
140,140,0.018027907243342536,0.017431178130209446,0.005836751209690598,0.0015999407549744627,0.010591215213796325,0.005056238354882225,0.0013547650814871304,0.011020174773875624
141,141,0.017928520502273445,0.017446056590415537,0.00583603403495423,0.0015197077837986218,0.010572778713551296,0.005102044902741909,0.0013442652561934665,0.010999746562447399
142,142,0.017725087209919076,0.01747425098437816,0.005693133797342325,0.0015707398771462595,0.010461213565461196,0.005055301182437688,0.001335788820142625,0.011083160934504122
143,143,0.017660697133155764,0.017292303615249693,0.005620861113083305,0.0015300672143923155,0.010509768874639539,0.004960701597156003,0.001329908256593626,0.011001693608704954
144,144,0.017472834783090148,0.017366888467222452,0.005572086054784287,0.0014862819781651495,0.010414466736422982,0.004974072013283148,0.001346367789665237,0.011046448693377897
145,145,0.017488360885459527,0.017085856292396784,0.005649905797141563,0.001482608683250109,0.010355846458085023,0.0049034127878258005,0.001286611455725506,0.010895832034293562
146,146,0.01720356087609651,0.01698168128496036,0.005479264289591532,0.00143288733670488,0.010291409210129908,0.004975390023901127,0.0012833268665417563,0.010722964245360345
147,147,0.01727348920788355,0.016973510093521327,0.0055213892108695525,0.0014472873429144928,0.01030481274233787,0.0048491247871425,0.0012830696541641373,0.010841315583093092
148,148,0.017248562928645093,0.017460827017202973,0.005480152080250773,0.0014296281622325302,0.010338782765872918,0.005456304090330377,0.0013429862447082996,0.010661536711268127
149,149,0.016982575813249037,0.01670158887282014,0.005328091782381295,0.0014354417684108352,0.010219042325855061,0.004681991747929715,0.0012381214583001565,0.010781475430121645
150,150,0.017087579787868984,0.017255723068956286,0.005431633177183711,0.0014693741315892738,0.010186572464266021,0.005225765198701993,0.0013096515394863673,0.010720306425355375
151,151,0.016874708757279026,0.01682188775157556,0.005312131284765756,0.0013889147908201405,0.010173662666492401,0.004903254841337912,0.0012286924102227204,0.010689940361771733
152,152,0.016640927055316748,0.016343843191862106,0.005207676907621656,0.001360409377012283,0.010072840727675872,0.004563063266687095,0.0011671908723656088,0.010613589052809402
153,153,0.016664703886742425,0.016575551184359938,0.005173160418701969,0.0014029602719631022,0.01008858318458412,0.004640368249965832,0.001216245895193424,0.010718937090132385
154,154,0.01656409308527875,0.01624824234750122,0.005102830706164241,0.001385368621436535,0.010075893769171208,0.004493019936489873,0.0011363551602698863,0.010618867439916357
155,155,0.016413327407352865,0.016657675325404853,0.0051022258699889396,0.0013437481618569392,0.009967353358081762,0.004836739972233772,0.0011927105915674474,0.010628224641550332
156,156,0.016365950488171,0.01644315995508805,0.005107119672036,0.0013494553466351217,0.009909375434278682,0.004776506888447329,0.001208877936733188,0.010457775264512748
157,157,0.016296610615815325,0.016007364611141384,0.005032117554182365,0.0013307112607968507,0.009933781807138851,0.00431688004755415,0.001110740897274809,0.01057974383002147
158,158,0.01610950592929011,0.016460621787700802,0.004912030770425584,0.0013042126384053593,0.009893262488945464,0.004777372494572774,0.0011937618255615234,0.010489487467566505
159,159,0.016276436691783417,0.016039169451687485,0.005005106522707613,0.0013091582130154323,0.009962171953835875,0.004389634312246926,0.0010971597366733477,0.010552375548286363
160,160,0.01609489205441657,0.016845185426063836,0.004921895493367675,0.0013251529871575107,0.009847843636918789,0.00502780063834507,0.0013402871118159965,0.010477097850525752
161,161,0.015829761002426314,0.01603582815732807,0.004749138876617809,0.0013112528675983239,0.009769369275635405,0.00443731524865143,0.0011434082698542625,0.010455104667926207
162,162,0.015969972197369786,0.015795345534570515,0.0049189535239533445,0.0012832586579380712,0.009767759976920429,0.00432607633410953,0.0010972528580168728,0.010372016433393583
163,163,0.015713874173534523,0.01574861438712105,0.004689370096619626,0.0012511995722610907,0.009773304516888537,0.004213444015476853,0.0010713743649830576,0.010463795973919332
164,164,0.01570625956745664,0.01567202410660684,0.004768554440100387,0.0012433870842348143,0.009694318034964951,0.004164961967035197,0.0010894468359765597,0.010417615267215297
165,165,0.015667993806682195,0.015915851283352822,0.004747684303505026,0.0012701844405768451,0.009650125135637962,0.004566554649500176,0.0011196959276276175,0.010229600593447685
166,166,0.015482353449911829,0.0156699824729003,0.004718781336934371,0.0012436099254057571,0.009519962223163645,0.004056431876961142,0.0010751149129646365,0.010538435686612502
167,167,0.015435943326610288,0.015557123115286231,0.004558540195535133,0.0012316145292026507,0.009645788615960984,0.0040733398927841336,0.0010726049076765776,0.010411178489448503
168,168,0.015486756832024474,0.01566281367558986,0.004657217644000794,0.0012031618539454522,0.009626377382831779,0.004267197757144459,0.0010251802414131816,0.010370435717049986
169,169,0.015320920314236432,0.015645707258954644,0.004612101296817136,0.001202938760294146,0.009505880255086026,0.004263279071892612,0.0010206612532783765,0.010361766821006313
170,170,0.015387344885925958,0.01590991165721789,0.004610342457060032,0.001187945338289378,0.009589057101328282,0.004228694117045961,0.0011460447130957618,0.010535172827076167
171,171,0.015229307221853809,0.015227927477099001,0.004517008087769815,0.0012204582001391062,0.009491840973615077,0.004055929253809154,0.0010011049052991439,0.010170893045142293
172,172,0.015169786491021988,0.015227243362460285,0.004517599163209177,0.0011926072565868354,0.009459580072338224,0.00395969943201635,0.0010102036139869597,0.010257340356474742
173,173,0.015044292589281775,0.015233167738188058,0.004383733413022035,0.0011756834709367293,0.009484875706991382,0.004048399539897218,0.000995722395600751,0.010189045802690089
174,174,0.015027765700724095,0.015439479670021683,0.004396094046355148,0.0011917946268478112,0.009439877008983664,0.0039579507283633575,0.0009996372064051684,0.010481891891686246
175,175,0.014997549325370105,0.015299427439458668,0.004428398691616051,0.0012013235701853113,0.009367827062085745,0.004064409469719976,0.0010069572235806845,0.01022806079708971
176,176,0.014998700285840567,0.015155368484556675,0.004436839953254742,0.0011693843722693433,0.00939247599405468,0.003712105462909676,0.0009436035761609674,0.010499659401830286
177,177,0.01482046559856386,0.0150965460925363,0.004365313353289844,0.001128914987721783,0.009326237280538698,0.0037497135635931045,0.0009528923619654961,0.010393940145149827
178,178,0.014705570705329917,0.014917942055035383,0.0042505021589648,0.0011340770069628386,0.009320991534953284,0.0037778872647322714,0.0009672313608461991,0.010172823502216488
