,epochs,train_loss,test_loss,z_loss,z_testloss,a_loss,a_testloss,n_loss,n_testloss
81,81,0.027019873850595077,0.026031201092314115,0.009405212771421234,0.00904941903663021,0.0026825243758168606,0.0024162003596584444,0.014932136735715234,0.014565581756443539
82,82,0.02683341616211227,0.025743610602862472,0.009345778180792118,0.008965362435136038,0.0026057630412119883,0.0023907948862997037,0.014881875031231976,0.014387453222482265
83,83,0.026529294399979017,0.0256202910567009,0.009173201495251908,0.008855929138445401,0.0026286545067507857,0.0024924632883925415,0.014727438410250144,0.014271898643125462
84,84,0.026171641912275608,0.025236713994718805,0.009016128425031139,0.008656804974462036,0.0025468027920643693,0.002403125342252794,0.014608710709685524,0.014176783635269237
85,85,0.0260253789694831,0.025446261809785153,0.008924579695640757,0.008778566017133903,0.0025767923188440432,0.0024292578793991405,0.014524007030128957,0.01423843788525349
86,86,0.025746071848054282,0.024808217971762525,0.008794186321405557,0.008426759262345259,0.0024878456418703015,0.0023547683141041027,0.014464039819689986,0.014026690292160344
87,87,0.025346473674661817,0.02424587371841639,0.008585416924613067,0.008121313951626609,0.002472235760190331,0.0022383728226693937,0.014288821080610298,0.013886186954435668
88,88,0.025067885147449308,0.024356131665880167,0.008434488597257544,0.008236108229884619,0.0024361843782545515,0.00229389566185448,0.014197212176772353,0.01382612783603276
89,89,0.02488969352108221,0.024114554653627964,0.008306494451309451,0.008119955411345898,0.0024304625707657667,0.0022524651935724896,0.014152736471483882,0.013742134098812371
90,90,0.024535217283728025,0.023502312341256985,0.008131681663243058,0.007731638695525972,0.002391433594718623,0.0021853242997858153,0.01401210198113427,0.013585349503621648
91,91,0.02425676746109423,0.023513504622291913,0.00801474965376833,0.007748274562903975,0.002320651986305944,0.002222457153522233,0.013921365790521376,0.013542773054700486
92,92,0.024088551123706867,0.023288353688166112,0.007877310880790122,0.007639911414796039,0.002354566799327969,0.002171074560419008,0.013856673442101041,0.013477367714424676
93,93,0.023860226751278385,0.02299459405903575,0.007772535438271472,0.007518414213451781,0.002320489611851569,0.0021381273694760813,0.013767201727190719,0.013338052455477322
94,94,0.023675887809750943,0.022978573471685,0.007735051561337405,0.0074853390231257,0.0022776461330602485,0.0022095481399446726,0.013663190132834183,0.01328368629387851
95,95,0.023460901333405948,0.022682081778309767,0.007602208090154603,0.007371189491233871,0.00229427962974547,0.002155004708756563,0.01356441357705635,0.013155887428010944
96,96,0.023245247366567388,0.022309996128742453,0.007454081892241209,0.007090001048732407,0.002280956226067778,0.002105848854879224,0.013510209228545903,0.013114146157344686
97,97,0.022963590759296007,0.021868332218425938,0.007283131150862042,0.0068368952709568455,0.002224905451331228,0.0020603797357246468,0.013455554139249908,0.012971057238269456
98,98,0.02277134192256501,0.02188951606991925,0.007233481712865468,0.006871466377537839,0.00217420691341614,0.00209880525635296,0.013363653291076326,0.012919244344664526
99,99,0.02246137019306326,0.021777350125433522,0.007035376508526814,0.006821742522990024,0.0021708266565594048,0.0021145711859240184,0.01325516694466384,0.01284103633694445
100,100,0.022420904126030188,0.021676250273668315,0.007069640451470931,0.006743657756361026,0.002163288860802,0.002103392422328927,0.0131879747999957,0.012829200128871428
101,101,0.022201490793793726,0.02121070564924916,0.006922531550892959,0.006500417354834985,0.002123472487967545,0.0019292983114483613,0.013155486733732989,0.012780990003596377
102,102,0.02201104995470268,0.0211343529598811,0.00681055113583946,0.006439489076692092,0.0021155474100488063,0.0019481983124219541,0.013084951392449319,0.012746665632658744
103,103,0.021863201564659897,0.021048140228737758,0.006720545177999586,0.006441201056837093,0.0021331301732613636,0.001996070184874572,0.013009526216374419,0.012610868981131647
104,104,0.021733959315541073,0.020660699003293544,0.0066636845814629486,0.006209142099405768,0.002051354849900003,0.0019243872618373435,0.013018919876553476,0.01252716968331156
105,105,0.02140807732642173,0.020575618053067336,0.006513061107526096,0.006209863140542484,0.002047052345470713,0.0019445000496351077,0.01284796378155724,0.012421254864363353
106,106,0.021216886528669456,0.020033998933585383,0.006373151580389506,0.005811765076757609,0.0020213213488132287,0.0018825188170104653,0.01282241361917922,0.012339715056027038
107,107,0.021129504896509953,0.01989192739600622,0.006378111291896945,0.005770092662070183,0.0020119824451200973,0.0018286011505966322,0.01273941112825046,0.012293233494922708
108,108,0.020930559645159937,0.01985789382759529,0.0062520784004546776,0.005789129794398441,0.002005054813678772,0.0018074092325530474,0.012673426364450313,0.012261354841904926
109,109,0.020762481682073956,0.019839348460111438,0.006147499139697407,0.005811503985189373,0.0019807344229636004,0.0018594589296586906,0.012634248112718138,0.012168385465688344
110,110,0.02066419922267667,0.019828591425018974,0.006069615585937763,0.005863112211816862,0.0019599587188664667,0.001810235149651483,0.012634624865429756,0.012155244003132552
111,111,0.02045974039588683,0.019354815441596358,0.005944667349810513,0.005508557188949442,0.0019406989635602117,0.0017868672332526008,0.012574374095533794,0.012059391134336024
112,112,0.020295614561143392,0.01930263083239522,0.005902012923178962,0.005466840268242397,0.0019342841546292218,0.001834687411407881,0.012459317494493229,0.012001103090853253
113,113,0.02010908229246783,0.019063822123446043,0.005773260546015046,0.005401000919857923,0.0019003033722429492,0.001689200678580924,0.012435518383694152,0.011973620392382145
114,114,0.02002814389503421,0.01914715245837652,0.005740167348446271,0.0054843877353764415,0.0018890263098396195,0.0017510680142860812,0.012398950208109407,0.011911696695451494
115,115,0.019875852873150152,0.018909066113867338,0.005722714974113499,0.005286728202872262,0.0018615614769373315,0.0017608170356318543,0.012291576447018896,0.011861520884204892
116,116,0.01958666940907034,0.01872082580399664,0.005574600687012457,0.00518734198169712,0.0018287625055188855,0.001741548323756249,0.012183306234391829,0.01179193550591133
117,117,0.019637734260255345,0.01854633860572984,0.00560139709958634,0.0050854416788095914,0.0018471874365101036,0.001724016338386396,0.012189149730109844,0.01173688053401022
118,118,0.019413482320432465,0.018280463139939158,0.005511108506173371,0.004959693163798391,0.0018112586317256616,0.0016526898068576297,0.012091115198898526,0.01166808007497199
119,119,0.01918420180404624,0.01798476461509738,0.005376168920959052,0.0047881853194978044,0.0017883312542916845,0.0015836943772067375,0.012019701633816614,0.011612884995020643
120,120,0.019108672102633565,0.017827541956418676,0.005359406104704109,0.004685836192809894,0.0017636520566772847,0.001575649987104573,0.011985613940694272,0.011566055735243084
121,121,0.01893569886113127,0.01785521362495573,0.005235912316231825,0.0047561402927754045,0.0017758802516005053,0.001577206215337862,0.011923906365082192,0.011521867105053573
122,122,0.018899837232078796,0.017751647819635234,0.005232405125761565,0.0047124412612211475,0.0017562647292110772,0.0015814256680469158,0.01191116738231323,0.011457780729743499
123,123,0.018713656149376125,0.017634511170790918,0.005140259797973469,0.004622637904308076,0.0017483570241405013,0.0015917846629443237,0.011825039377287268,0.011420088619748248
124,124,0.01855225940815176,0.017440163094220282,0.005084813207227249,0.00451615872745744,0.0017288422130923064,0.0015674634907347491,0.011738603976302253,0.011356540769928052
125,125,0.01847065848628648,0.01775873796660689,0.005016689625428841,0.004798697997356141,0.0017133875204750095,0.0016064370254384754,0.011740581266367778,0.011353602965916448
126,126,0.01839507567568328,0.017479981826264646,0.0049861943298659195,0.004583481115678066,0.0016568695357182441,0.0015669347927610897,0.011752011807867514,0.011329565878037977
127,127,0.018262960105991592,0.01704837599934279,0.00494585462366811,0.00431094720334852,0.0016721299041982014,0.0015196497242638393,0.01164497558426219,0.01121777906141515
128,128,0.018152817533300898,0.017181981826507594,0.004916023868418778,0.004444863744480889,0.001636720130617281,0.001547057701781675,0.011600073535566607,0.011190060278565823
129,129,0.0180005146303592,0.016871383673028102,0.004794671450899289,0.004204460493395034,0.001650186471295909,0.0014834296764346146,0.011555656702956928,0.011183493549617219
130,130,0.01793010187106201,0.016632374293536326,0.004771474774141376,0.004116125092429074,0.001667647604486896,0.0014460214024669008,0.011490979469931734,0.011070227775062565
131,131,0.01779044628107605,0.016678023246364502,0.004733679416669777,0.004099514320657789,0.001610700712396433,0.0014713234128135764,0.01144606617097847,0.011107185513629943
132,132,0.017603029142886684,0.016686858326385293,0.004616751787089073,0.0041895792996392974,0.001592500485664311,0.001456677991030384,0.011393776858231416,0.011040601113080225
133,133,0.01750542506718407,0.016489336732774973,0.004590639542526425,0.004091405295000612,0.0015962569996306952,0.0014319360091150561,0.01131852852186551,0.010965995478762102
134,134,0.017435064720817076,0.016200945765676,0.004528182361590358,0.003953054727090499,0.001576014615880986,0.001344978852091428,0.011330867732187715,0.010902912149653781
135,135,0.01729031710828931,0.01624424737889933,0.004468587954668477,0.003921436446518461,0.001538977015223473,0.0014141178660424826,0.01128275211329182,0.010908693066338383
136,136,0.01719155710059614,0.015970156917089147,0.00444990807337859,0.003855276348870955,0.0015439859503276123,0.001310095271313728,0.011197663102739345,0.010804785406688534
137,137,0.01703885343437568,0.016086940187960863,0.004385059790911909,0.003928976080415747,0.0015247158731107775,0.0013570582178786775,0.011129077802153347,0.010800905885245604
138,138,0.017097858548426208,0.015927837890443167,0.004404719402721991,0.0038682521096890486,0.0015187245531799122,0.0013276916004634827,0.011174414601450721,0.010731894060191286
139,139,0.01691985401375511,0.01569979064921035,0.0042985973049538394,0.003720937588523272,0.001500642087612563,0.0012927345608809042,0.011120614616539532,0.0106861184651763
140,140,0.01676774207359781,0.015572535563731872,0.004208048309434574,0.0036589684719337693,0.001505076975603335,0.0012464659477147875,0.011054616858855414,0.010667101161766656
141,141,0.016782834637945835,0.015533540333043548,0.004256565185537496,0.0036476585996349023,0.0014884160681309315,0.001279525479443277,0.011037853353034956,0.010606356147865328
142,142,0.01667120877486734,0.015338547462951156,0.0041921859720168405,0.0035461926968367416,0.001461754688217986,0.0012419001955267844,0.011017268129323904,0.010550454518274415
143,143,0.01654683107944628,0.015292617168183191,0.004154101444092897,0.0035297691680585283,0.0014591631204330217,0.001202253003669549,0.010933566524590642,0.01056059498835025
144,144,0.016410150946067355,0.015202914901030592,0.004078509814192216,0.0035223455339245782,0.0014234359179751371,0.0012073461504216907,0.010908205221338679,0.01047322317321278
145,145,0.016342543705274312,0.015133350710325602,0.004061897635644379,0.003492618745923797,0.0014210290931233654,0.0011973988826245164,0.010859616983015411,0.010443333035358522
146,146,0.01625110516651941,0.015050496564164191,0.003973513406838258,0.0034022892831199907,0.001405123668646934,0.0011896681669757618,0.010872468075598963,0.010458539192906664
147,147,0.01612566415660869,0.014884032757033277,0.0039542070210587,0.0033668347581325077,0.0014133942867673862,0.0011599948747625835,0.010758062830557838,0.010357203056352049
148,148,0.01610613494111707,0.014932133504955829,0.003928537737167538,0.0034092320748192223,0.0013853272952410146,0.001192040612502613,0.010792269883231042,0.010330860712270759
149,149,0.015957315678532702,0.014720977390114265,0.0038496034183411504,0.003301664847951335,0.001384425474652134,0.0011451666440838312,0.010723286827567954,0.01027414592607772
150,150,0.01579322340413214,0.014820312196978285,0.003787157794508262,0.0033486742184414896,0.001354039361225828,0.0011963760148722066,0.010652026243376942,0.010275261954086113
151,151,0.015824097613342844,0.014616983983948638,0.0038228163104385327,0.0032379141879044,0.0013446876931319626,0.0011379965072603826,0.010656593614421523,0.010241073344044293
152,152,0.015720007122872165,0.014532210523427664,0.003767629484303843,0.003212293047057111,0.0013617687425710046,0.001108309466987141,0.01059060887442515,0.010211608074959131
153,153,0.015627222216000762,0.014459841578161414,0.0037203300301693735,0.0031792300641300935,0.0013325848570539833,0.0011067720553012495,0.010574307285261136,0.010173839431468256
154,154,0.015651478714788683,0.01437564566731453,0.0037489344411270734,0.0031486858283700067,0.0013529040397683414,0.0010984764188304071,0.010549640271086663,0.010128483429692591
155,155,0.015508515581774254,0.014309612804245723,0.003679804187773849,0.00311996720000347,0.0013411178628500468,0.0010806859148182917,0.010487593539332906,0.010108959645952416
156,156,0.015393150339539821,0.014226190427530415,0.003622845909111916,0.003088298206559465,0.0013116153750044946,0.0010694368555257687,0.010458689061002419,0.010068455386812551
157,157,0.01536352326052067,0.014169998490546324,0.0036331469716783913,0.0030922821540196863,0.0012892260902022687,0.00107052567845234,0.010441150236577271,0.010007190709650705
158,158,0.015288861736226768,0.014064413271372832,0.0036158557633866376,0.0030291639622065086,0.0012715676172335927,0.0010612499038099394,0.010401438342960784,0.009973999439986258
159,159,0.015198245135763773,0.013946629259028013,0.0035059346111503222,0.003006125938831062,0.001275874709282011,0.0010359099929079507,0.010416435779997716,0.009904593347182756
160,160,0.015072915991678976,0.01389137604804356,0.003489884857338267,0.0029783044540900973,0.001246462630951545,0.0010238249581366117,0.010336568543372063,0.009889246562873072
161,161,0.015029548658444858,0.01386786369559697,0.0035314185205644693,0.002943981382877955,0.0012539966132703085,0.001030123369662162,0.01024413350136421,0.009893758994633262
162,162,0.01498509971752239,0.01376758722140442,0.0034579715320316794,0.0029211015988707166,0.0012340235896557332,0.001008895187509022,0.010293104642698654,0.009837590491021925
163,163,0.014895689280959554,0.01369512655854791,0.0034061089881841605,0.0028880177260246836,0.001250039494690149,0.0010005030773662597,0.010239540819471446,0.0098066057721035
164,164,0.014823682147997636,0.013700666401205184,0.003422999770913166,0.002894278715918713,0.001203298700204232,0.000998228741220281,0.01019738370868059,0.00980815889985784
165,165,0.01482586227000331,0.01361969766454606,0.0033904379787899484,0.002862532870678962,0.0012376366133694523,0.0009881310405127138,0.010197787688444026,0.009769033711356453
166,166,0.014698506883396127,0.013517711394101004,0.003359846322211071,0.0028283360688298753,0.001209686368558044,0.0009852097409517987,0.010128974236143283,0.009704165644000602
167,167,0.014569054524333904,0.013486890446488993,0.003281111090322034,0.0028176850600969755,0.001199502395629621,0.0009737435751889325,0.01008844101866975,0.009695461786151686
168,168,0.014541257764941778,0.013379072192820567,0.003282896683405573,0.0027773558350775063,0.0011900069713503265,0.0009625698985013214,0.01006835406592574,0.009639146422401448
169,169,0.01449505037393052,0.013385731373218041,0.0032349137947135886,0.002762075653594412,0.001190041449812119,0.0009609327653033918,0.010070095140748797,0.009662722950636209
170,170,0.014450515968540606,0.013277436011246865,0.0032113800814654978,0.002708175294749627,0.0012026959576438695,0.0009504879060012725,0.010036439938357653,0.00961877280091749
171,171,0.014346333449712386,0.013195016103077538,0.003163447752728844,0.002673218704618608,0.0011662051164226743,0.000942934737717615,0.010016680564195775,0.009578862755052462
172,172,0.014282326353862644,0.013134992946693791,0.0031627483417491276,0.0026619545909092775,0.0011636855643459808,0.0009355569653260179,0.00995589241373558,0.009537481399300166
173,173,0.014243603285294943,0.013136741858494432,0.0031548477099321713,0.0026590659200579304,0.0011601379587904165,0.0009363884927080119,0.009928617614526718,0.009541287296156905
174,174,0.014116343926078976,0.013055924986359439,0.0030511298574679812,0.0026240972919931893,0.0011464885830062444,0.0009281656607584674,0.00991872548104856,0.009503662023292501
175,175,0.014065044848754192,0.012977681900787203,0.0030598666849203956,0.0025802415123657337,0.0011363437404103291,0.0009166458570044724,0.00986883445336415,0.009480794473209335
176,176,0.014001607862167274,0.01292620703601573,0.00304385368078471,0.002558847710997149,0.0011173624657101918,0.0009087126140624191,0.009840391707210875,0.009458646673379065
177,177,0.013993010008201813,0.012947561814673717,0.00304411362206486,0.0026184354225008547,0.0011384988085741696,0.0009113843059108321,0.009810397575517146,0.009417742095840505
